longitude,latitude,altitude,groundspeed,x,y,vertical_rate
-11.14680698939731,34.25802457130561,35999.99999999999,458.5898348439347,-152068.2117701523,-322055.085310008,0.0
-11.14680698939731,34.25898665088718,35999.99999999999,458.5898348439347,-152066.34928488967,-321948.7806616243,0.0
-11.14680698939731,34.25994873046875,35999.99999999999,458.5898348439347,-152064.48679962705,-321842.4760132406,0.0
-11.14680698939731,34.260841369628906,35999.99999999999,458.5898348439347,-152062.75874609628,-321743.84429428715,0.0
-11.14680698939731,34.26173400878906,35999.99999999999,458.5898348439347,-152061.0306925655,-321645.2125753338,0.0
-11.14680698939731,34.26351928710938,35999.99999999999,458.5898348439347,-152057.57459002844,-321447.9493956724,0.0
-11.14680698939731,34.265396118164055,35999.99999999999,458.5898348439347,-152053.9412563389,-321240.5704337669,0.0
-11.14680698939731,34.26727294921875,35999.99999999999,458.5898348439347,-152050.30792764245,-321033.19175685087,0.0
-11.14680698939731,34.269149780273445,35999.99999999999,458.5898348439347,-152046.67460393536,-320825.81336471054,0.0
-11.14680698939731,34.27102661132812,35999.99999999999,458.5898348439347,-152043.04128521387,-320618.43525713496,0.0
-11.14540100097656,34.2731540485964,35999.99999999999,458.5898348439347,-151909.95447457297,-320385.6256729139,0.0
-11.14411646006056,34.275146484375,35999.99999999999,458.5898348439347,-151788.27537130468,-320167.53633902455,0.0
-11.14277119539219,34.277206420898445,35999.99999999999,458.5898348439347,-151660.9020869923,-319942.0845911582,0.0
-11.14212658940528,34.27821350097657,35999.99999999999,458.5898348439347,-151599.83267968617,-319831.84222287073,0.0
-11.14148198341837,34.279220581054695,35999.99999999999,458.5898348439347,-151538.76478315832,-319721.59950687026,0.0
-11.13910675048828,34.28288346630032,35999.99999999999,458.5898348439347,-151313.8483624402,-319320.678164208,0.0
-11.13790512084961,34.284745555813025,35999.99999999999,458.5898348439347,-151200.0535233288,-319116.85185019224,0.0
-11.13790512084961,34.284745555813025,35999.99999999999,458.5898348439347,-151200.0535233288,-319116.85185019224,0.0
-11.13790512084961,34.284745555813025,35999.99999999999,458.5898348439347,-151200.0535233288,-319116.85185019224,0.0
-11.13790512084961,34.284745555813025,35999.99999999999,458.5898348439347,-151200.0535233288,-319116.85185019224,0.0
-11.13790512084961,34.284745555813025,35999.99999999999,458.5898348439347,-151200.0535233288,-319116.85185019224,0.0
-11.13790512084961,34.284745555813025,35999.99999999999,458.5898348439347,-151200.0535233288,-319116.85185019224,0.0
-11.13790512084961,34.284745555813025,35999.99999999999,458.5898348439347,-151200.0535233288,-319116.85185019224,0.0
-11.13790512084961,34.284745555813025,35999.99999999999,458.5898348439347,-151200.0535233288,-319116.85185019224,0.0
-11.13790512084961,34.284745555813025,35999.99999999999,458.5898348439347,-151200.0535233288,-319116.85185019224,0.0
-11.13790512084961,34.284745555813025,35999.99999999999,458.5898348439347,-151200.0535233288,-319116.85185019224,0.0
-11.13790512084961,34.284745555813025,35999.99999999999,458.5898348439347,-151200.0535233288,-319116.85185019224,0.0
-11.13790512084961,34.284745555813025,35999.99999999999,458.5898348439347,-151200.0535233288,-319116.85185019224,0.0
-11.13790512084961,34.284745555813025,35999.99999999999,458.5898348439347,-151200.0535233288,-319116.85185019224,0.0
-11.13790512084961,34.284745555813025,35999.99999999999,458.5898348439347,-151200.0535233288,-319116.85185019224,0.0
-11.13790512084961,34.284745555813025,35999.99999999999,458.5898348439347,-151200.0535233288,-319116.85185019224,0.0
-11.13790512084961,34.284745555813025,35999.99999999999,458.5898348439347,-151200.0535233288,-319116.85185019224,0.0
-11.13790512084961,34.284745555813025,35997.43589743589,458.5898348439347,-151200.0535233288,-319116.85185019224,0.0
-11.13790512084961,34.284745555813025,35994.87179487179,458.5898348439347,-151200.0535233288,-319116.85185019224,0.0
-11.13790512084961,34.284745555813025,35992.30769230769,458.5898348439347,-151200.0535233288,-319116.85185019224,0.0
-11.13790512084961,34.284745555813025,35989.743589743586,458.5898348439347,-151200.0535233288,-319116.85185019224,0.0
-11.13790512084961,34.284745555813025,35987.17948717948,458.5898348439347,-151200.0535233288,-319116.85185019224,0.0
-11.13790512084961,34.284745555813025,35984.615384615376,458.5898348439347,-151200.0535233288,-319116.85185019224,0.0
-11.13790512084961,34.284745555813025,35982.051282051274,458.5898348439347,-151200.0535233288,-319116.85185019224,0.0
-11.13790512084961,34.284745555813025,35979.48717948717,458.5898348439347,-151200.0535233288,-319116.85185019224,0.0
-11.13790512084961,34.284745555813025,35976.92307692307,458.5898348439347,-151200.0535233288,-319116.85185019224,0.0
-11.13790512084961,34.284745555813025,35974.35897435897,458.5898348439347,-151200.0535233288,-319116.85185019224,0.0
-11.13790512084961,34.284745555813025,35971.79487179487,458.5898348439347,-151200.0535233288,-319116.85185019224,0.0
