longitude,latitude,altitude,groundspeed,x,y,vertical_rate
-7.837108855551832,35.68238339181674,39000.0,445.6463360615372,148864.98614916805,-164745.3180710127,0.0
-7.837108855551832,35.68238339181674,39000.0,445.6463360615372,148864.98614916805,-164745.3180710127,0.0
-7.837108855551832,35.68238339181674,39000.0,445.6463360615372,148864.98614916805,-164745.3180710127,0.0
-7.837108855551832,35.68238339181674,39000.0,445.6463360615372,148864.98614916805,-164745.3180710127,0.0
-7.837108855551832,35.68238339181674,39000.0,445.6463360615372,148864.98614916805,-164745.3180710127,0.0
-7.837108855551832,35.68238339181674,39000.0,445.6463360615372,148864.98614916805,-164745.3180710127,0.0
-7.837108855551832,35.68238339181674,39000.0,445.6463360615372,148864.98614916805,-164745.3180710127,0.0
-7.837108855551832,35.68238339181674,39000.0,444.6477913822816,148864.98614916805,-164745.3180710127,0.0
-7.837108855551832,35.68238339181674,39000.0,444.6477913822816,148864.98614916805,-164745.3180710127,0.0
-7.837108855551832,35.68238339181674,39000.0,444.6477913822816,148864.98614916805,-164745.3180710127,0.0
-7.8369335418051955,35.6796833620233,39000.0,444.6477913822816,148885.98689299572,-165043.15928013163,0.0
-7.836816665974027,35.67763506355932,39000.0,444.6477913822816,148900.4669359093,-165269.13329186023,0.0
-7.8366851806640625,35.67567443847656,39000.0,444.6477913822816,148916.09458150284,-165485.4041745668,0.0
-7.836570739746094,35.67384338378906,39000.0,444.6477913822816,148929.9372733978,-165687.3957702671,0.0
-7.836399078369141,35.67178344726562,39000.0,444.6477913822816,148949.37735082558,-165914.568862559,0.0
-7.836284637451173,35.66972351074219,39000.0,444.6477913822816,148963.66283536438,-166141.83216011527,0.0
-7.836170196533202,35.6678466796875,39000.0,444.6477913822816,148977.59552162944,-166348.87836602348,0.0
-7.83599853515625,35.66560363769531,39000.0,444.6477913822816,148997.3911576214,-166596.269014786,0.0
-7.835884094238281,35.66336059570312,39000.0,444.6477913822816,149012.03185004558,-166843.74992517882,0.0
-7.835706345578443,35.66120212360964,39000.0,444.6477913822816,149032.2144028482,-167081.7936292309,0.0
-7.8355979919433585,35.65924072265625,39000.0,444.6477913822816,149045.764236996,-167298.1875169822,0.0
-7.835531031831748,35.658083123675844,39000.0,444.6477913822816,149054.0327605443,-167425.89630854173,0.0
-7.835355718085111,35.65501067597987,39000.0,444.6477913822816,149075.76252046853,-167764.85928807827,0.0
-7.835209623296208,35.65317186258607,39000.0,444.6477913822816,149092.478360572,-167967.65874578728,0.0
-7.835063528507304,35.651333049192274,39000.0,444.6477913822816,149109.19482947426,-168170.45829174874,0.0
-7.83490160678295,35.648901082701606,39000.0,444.6477913822816,149128.48380011483,-168438.7251405909,0.0
-7.834739685058594,35.64646911621094,39000.0,444.6477913822816,149147.77369317503,-168706.99215833272,0.0
-7.834682464599608,35.64527893066406,39000.0,444.6477913822816,149155.22952852503,-168838.3147404656,0.0
-7.834537587267278,35.64332606428761,39000.0,444.6477913822816,149172.05906991407,-169053.70962688062,0.0
-7.834396362304687,35.64093017578125,39000.0,444.6477913822816,149189.41593757924,-169318.02616355414,0.0
-7.834245397689473,35.63876394498146,39000.0,444.6477913822816,149207.20776495614,-169556.97009657163,0.0
-7.8341102600097665,35.63662719726562,39000.0,444.6477913822816,149223.51681264414,-169792.68378130707,0.0
-7.833953208111667,35.63448113910222,39000.0,444.6477913822816,149241.81984479885,-170029.39103531325,0.0
-7.833881378173827,35.63273620605469,39000.0,444.6477913822816,149251.66650685825,-170221.94297638765,0.0
-7.833719456449443,35.630570751125525,39000.0,444.6477913822816,149270.44729871803,-170460.78446950612,0.0
-7.833538055419923,35.6275634765625,39000.0,444.6477913822816,149292.61200941357,-170792.54429763136,0.0
-7.833427266871637,35.62582242286811,39000.0,444.6477913822816,149305.9646731757,-170984.6068007916,0.0
-7.833251953125,35.623774124404136,39000.0,444.6477913822816,149325.728747716,-171210.4918153221,0.0
-7.833194732666016,35.62266540527344,39000.0,444.6477913822816,149333.03068445122,-171332.8201509655,0.0
-7.8330230712890625,35.61955261230469,39000.0,444.6477913822816,149354.5248537863,-171676.24683991485,0.0
-7.83290132563161,35.618420617055094,39000.0,444.6477913822816,149367.68979571876,-171801.04347378155,0.0
-7.832736968994141,35.61524963378906,39000.0,444.6477913822816,149388.6398155699,-172150.9071662618,0.0
-7.832622528076173,35.614013671875,39000.0,444.6477913822816,149401.34820246324,-172287.19492297908,0.0
-7.832492260222692,35.61185675152277,39000.0,444.6477913822816,149417.26515901432,-172525.14522881192,0.0
-7.832433822307165,35.61101881124205,39000.0,444.6477913822816,149424.15492535985,-172617.57402588183,0.0
-7.832258508560498,35.60836533368644,39000.0,444.6477913822816,149445.0950602933,-172910.2807378187,0.0
-7.832083194813832,35.60571185613082,39000.0,444.6477913822816,149466.0362851244,-173202.98766080796,0.0
-7.831966318982722,35.60384976661811,39000.0,444.6477913822816,149480.1778376786,-173408.4058736439,0.0
-7.831821441650391,35.60169982910156,39000.0,444.6477913822816,149497.40192965226,-173645.56275212823,0.0
-7.831689347612099,35.59958596956932,39000.0,444.6477913822816,149513.40415017866,-173878.75640957564,0.0
-7.8315572535738065,35.59747211003707,39000.0,444.6477913822816,149529.4070251082,-174111.95020486764,0.0
-7.831381939827111,35.59523760262182,39000.0,444.6477913822816,149549.54179188752,-174358.39721206768,0.0
-7.831265063996001,35.59295654296875,39000.0,444.6477913822816,149564.49724163217,-174610.07684003527,0.0
-7.831192016601562,35.592041015625,39000.0,444.6477913822816,149572.85728530952,-174711.04983568756,0.0
-7.830972874418193,35.58927891618114,39000.0,444.6477913822816,149597.9683956425,-175015.68232966377,0.0
-7.830855998587083,35.58718406547935,39000.0,444.6477913822816,149612.56525102785,-175246.80198153446,0.0
-7.830734252929687,35.58526611328125,39000.0,444.6477913822816,149627.25941586646,-175458.38167533986,0.0
-7.830563809009278,35.58248228945975,39000.0,444.6477913822816,149648.02326724847,-175765.4904705923,0.0
