longitude,latitude,altitude,groundspeed,x,y,vertical_rate
-7.72266932896207,42.99178301277807,33000.0,485.07689435212313,144076.29821756823,643756.779475197,0.0
-7.7236175537109375,42.99178301277807,32987.5,485.07689435212313,143998.983149429,643755.3361709963,0.0
-7.724565778459805,42.99178301277807,32975.0,485.07689435212313,143921.66808128977,643753.8928667955,0.0
-7.7259063720703125,42.99178301277807,32975.0,485.07689435212313,143812.36052182486,643751.8549778014,0.0
-7.72724696568082,42.99178301277807,32975.0,485.07689435212313,143703.0529623599,643749.8170888072,0.0
-7.728243095930225,42.99178301277807,32975.0,485.07689435212313,143621.8317741831,643748.3044106431,0.0
-7.729009583938932,42.99178301277807,32975.0,485.07689435212313,143559.334849081,643747.1410389598,0.0
-7.730712890625,42.99178301277807,32975.0,485.07689435212313,143420.45275956162,643744.5575814142,0.0
-7.730712890625,42.99178301277807,32975.0,485.07689435212313,143420.45275956162,643744.5575814142,0.0
-7.733590262276778,42.98915281134136,32975.0,485.07689435212313,143191.26395964224,643448.0578042648,0.0
-7.736467633928555,42.986522609904654,32975.0,485.07689435212313,142962.05722819973,643151.5663604164,0.0
-7.738590684047949,42.98460388183594,32975.0,485.07689435212313,142792.88189885457,642935.2453037474,0.0
-7.738590684047949,42.98460388183594,32975.0,485.07689435212313,142792.88189885457,642935.2453037474,0.0
-7.741830008370527,42.98163462493379,32975.0,485.07689435212313,142534.82315764463,642600.564026347,0.0
-7.74372645786832,42.979912192134535,32975.0,485.07689435212313,142383.7005156506,642406.3978785808,0.0
-7.745489076126432,42.97833251953125,32975.0,485.07689435212313,142243.19213254863,642228.2928456789,0.0
-7.74758475167414,42.97637422206039,32975.0,485.07689435212313,142076.28916301244,642007.6371868239,0.0
-7.749704760174383,42.9744873046875,32975.0,485.07689435212313,141907.24612488283,641794.8775718062,0.0
-7.751129758714429,42.973172979839774,32975.0,485.07689435212313,141793.70963810096,641646.7608167758,0.0
-7.752554757254473,42.97185865499205,32975.0,485.07689435212313,141680.16871446767,641498.6461118645,0.0
-7.754770576755846,42.969831305035086,32975.0,485.07689435212313,141503.5746510122,641270.1562055172,0.0
-7.756986396257219,42.96780395507812,32975.0,485.07689435212313,141326.96994539237,641041.6712431528,0.0
-7.75909423828125,42.965899968551376,32975.0,485.07689435212313,141158.91143811186,640827.0539315594,0.0
-7.760818836300872,42.96432495117188,32975.0,485.07689435212313,141021.43688231183,640649.5497817377,0.0
-7.76273505632264,42.96258544921875,32975.0,485.07689435212313,140868.6585058604,640453.494583209,0.0
