longitude,latitude,altitude,groundspeed,x,y,vertical_rate
-6.1839891516643775,37.28892517089844,37000.0,451.5746313230847,291555.5654029408,16436.466873589718,0.0
-6.184733599893008,37.28892517089844,37000.0,451.5746313230847,291489.9291750026,16434.173128143022,0.0
-6.185478048121637,37.28892517089844,37000.0,451.5746313230847,291424.2929470644,16431.879382696327,0.0
-6.1863755782812575,37.28892517089844,37000.0,451.7873156615424,291345.15980174294,16429.115344614103,0.0
-6.187273108440879,37.28892517089844,37000.0,451.5746313230847,291266.0266564215,16426.35130653188,0.0
-6.1888852326766255,37.28892517089844,37000.0,451.5746313230847,291123.88932512794,16421.389160720155,0.0
-6.190198815387246,37.28892517089844,37000.0,452.0,291008.0736593443,16417.347721632443,0.0
-6.191870647928,37.28892517089844,37000.0,451.5746313230847,290860.67182175635,16412.206397645245,0.0
-6.1927243496509154,37.28892517089844,37000.0,451.5746313230847,290785.4027632723,16409.5820453925,0.0
-6.1949449904421385,37.28892517089844,37000.0,451.5746313230847,290589.6134942972,16402.75878655905,0.0
-6.196408479110062,37.28722523834745,37000.0,451.5746313230847,290467.1129849555,16210.676845588474,0.0
-6.19792532413561,37.28549194335938,37000.0,451.5746313230847,290340.0302055513,16014.7514556368,0.0
-6.1990953528362525,37.284106238413656,37000.0,451.5746313230847,290242.18684729893,15858.248609169132,0.0
-6.200905657829082,37.28205871582031,37000.0,451.5746313230847,290090.4227505748,15626.75179694157,0.0
-6.202483481549167,37.28013610839844,37000.0,451.5746313230847,289958.67064511374,15409.754745755874,0.0
-6.203394350798249,37.279125148967154,37000.0,451.5746313230847,289882.2281609559,15295.403805503476,0.0
-6.20500647503394,37.27721650721664,37000.0,451.5746313230847,289747.38673242234,15079.84620048881,0.0
-6.206678307574746,37.27535441770392,37000.0,452.0,289607.0943812144,14869.245104710924,0.0
-6.208151959358361,37.27363586425781,37000.0,452.0,289483.7219213191,14675.09207155314,0.0
-6.209788220993972,37.27171325683594,37000.0,452.0,289346.7841304517,14457.926145958716,0.0
-6.2110738551363065,37.27015686035156,37000.0,452.0,289239.36006205017,14282.245959702685,0.0
-6.212887971297562,37.26809226860435,37000.0,451.5746313230847,289087.2663266771,14048.87264651824,0.0
-6.213761999251973,37.26708984375,37000.0,451.5746313230847,289014.0150224507,13935.584239791542,0.0
-6.215216595193625,37.2653456865731,37000.0,451.5746313230847,288892.39228592743,13738.673024770444,0.0
-6.216742332945444,37.26361083984375,37000.0,451.5746313230847,288764.4534251593,13542.573894736315,0.0
-6.218202010444942,37.26190082097457,37000.0,451.5746313230847,288642.2400692713,13349.418092117725,0.0
-6.219814134680688,37.25999217922404,37000.0,451.5746313230847,288507.3324925684,13133.881084099788,0.0
-6.221592679936805,37.2579345703125,37000.0,451.5746313230847,288358.30657776416,12901.400445038053,0.0
-6.2229367519946654,37.25637817382812,37000.0,451.0084794519021,288245.6852904564,12725.555290813996,0.0
-6.224280824052527,37.25482177734375,37000.0,451.0084794519021,288133.0590632905,12549.711696174574,0.0
-6.225725256878379,37.25310244802701,37000.0,451.5746313230847,288012.19554472336,12355.584385704416,0.0
-6.226910530252668,37.25175476074219,37000.0,451.5746313230847,287912.7724631127,12203.25848005762,0.0
-6.228546791888277,37.24983215332031,37000.0,451.5746313230847,287775.7498256565,11986.11903897541,0.0
-6.230475243101694,37.24758911132812,37000.0,451.5746313230847,287614.16228263755,11732.733389421745,0.0
-6.231337837550938,37.24658513473252,37000.0,451.5746313230847,287541.88354963023,11619.321769465783,0.0
-6.233009670091691,37.244676492982,37000.0,451.5746313230847,287401.64971455274,11403.62163807668,0.0
-6.234621794327438,37.24276785123146,37000.0,451.5746313230847,287266.6759935784,11188.10522343134,0.0
-6.235935377038062,37.24123162738347,37000.0,451.5746313230847,287156.62003094907,11014.593795722143,0.0
-6.237429355053166,37.23953247070312,37000.0,451.5746313230847,287031.26191394444,10822.556749299749,0.0
-6.2389207922893775,37.23778676178495,37000.0,451.5746313230847,286906.2985480456,10625.392257344096,0.0
-6.240831458050254,37.2355522543697,37000.0,451.5746313230847,286746.1929964897,10373.01957898275,0.0
-6.2424435822860005,37.23364361261917,37000.0,451.0084794519021,286611.1842892321,10157.51404001077,0.0
-6.243915963680196,37.23193359375,37000.0,451.0084794519021,286487.7464678148,9964.352135538642,0.0
-6.244533372961938,37.231222896252646,37000.0,451.0084794519021,286435.9598058838,9884.056476677928,0.0
-6.246742580247941,37.22866252317267,37000.0,451.0084794519021,286250.71453965653,9594.83009149785,0.0
-6.248354704483688,37.22675388142214,37000.0,451.0084794519021,286115.67940380034,9379.332771042722,0.0
-6.248941624418193,37.22607421875,37000.0,451.0084794519021,286066.4583602933,9302.556396580449,0.0
-6.251162265209416,37.2235107421875,37000.0,452.0,285880.1891075038,9012.961391506467,0.0
-6.252506337267278,37.22195434570312,37000.0,452.0,285767.4588622159,8837.150538014092,0.0
-6.253850409325138,37.22039794921875,36975.0,452.0,285654.7236776541,8661.341243613504,0.0
-6.255428233045222,37.21852111816406,36975.0,451.0084794519021,285522.5638447303,8449.467673838693,0.0
-6.256952700407624,37.216791702529136,36975.0,451.0084794519021,285394.5498923497,8254.024679700595,0.0
-6.258564824643315,37.21488306077861,36975.0,451.0084794519021,285259.469164296,8038.541554440867,0.0
-6.259878407353938,37.21334683693061,36975.0,452.0,285149.32654120325,7865.057260026348,0.0
-6.261191990064559,37.211764060844814,36975.0,452.0,285039.35452023457,7686.437353705926,0.0
-6.262674534574443,37.21005249023438,36975.0,452.0,284914.9496470079,7493.097421585903,0.0
